best_acc,best_prec,step,time
0.43627451491341285,0.03941906501162557,0,72
0.43627451491341285,0.03941906501162557,1,147
0.43627451491341285,0.03941906501162557,2,197
0.43627451491341285,0.03941906501162557,3,273
0.595098011706974,0.14010189907597154,4,323
0.595098011706974,0.14010189907597154,5,396
0.595098011706974,0.14010189907597154,6,455
0.595098011706974,0.14010189907597154,7,523
0.595098011706974,0.14010189907597154,8,580
0.595098011706974,0.14010189907597154,9,631
0.595098011706974,0.14010189907597154,10,765
0.595098011706974,0.14010189907597154,11,882
0.595098011706974,0.14010189907597154,12,986
0.595098011706974,0.14010189907597154,13,1051
0.595098011706974,0.14010189907597154,14,1151
0.595098011706974,0.14010189907597154,15,1217
0.595098011706974,0.14010189907597154,16,1284
0.7029411792755127,0.16821644224166535,17,1345
0.7029411792755127,0.16821644224166535,18,1420
0.7029411792755127,0.16821644224166535,19,1520
0.7029411792755127,0.16821644224166535,20,1626
0.6598038918831769,0.1985930314926346,21,1672
0.6598038918831769,0.1985930314926346,22,1812
0.6598038918831769,0.1985930314926346,23,2242
0.6598038918831769,0.1985930314926346,24,2329
0.6598038918831769,0.1985930314926346,25,2398
0.6598038918831769,0.1985930314926346,26,2462
0.6598038918831769,0.1985930314926346,27,2519
0.6598038918831769,0.1985930314926346,28,2595
0.6598038918831769,0.1985930314926346,29,2652
0.6666666809834686,0.2396228203457145,30,2707
0.6666666809834686,0.2396228203457145,31,2776
0.6666666809834686,0.2396228203457145,32,2985
0.6666666809834686,0.2396228203457145,33,3057
0.6186274577589596,0.26195841592975394,34,3105
0.6186274577589596,0.26195841592975394,35,3242
0.6186274577589596,0.26195841592975394,36,3361
0.6186274577589596,0.26195841592975394,37,3413
0.6186274577589596,0.26195841592975394,38,3489
0.7696078665116254,0.3644715431002525,39,3552
0.7696078665116254,0.3644715431002525,40,3599
0.7696078665116254,0.3644715431002525,41,3652
0.7696078665116254,0.3644715431002525,42,3922
0.7696078665116254,0.3644715431002525,43,3978
0.7696078665116254,0.3644715431002525,44,4066
0.7696078665116254,0.3644715431002525,45,4127
0.7696078665116254,0.3644715431002525,46,4194
0.7696078665116254,0.3644715431002525,47,4261
0.7578431385404922,0.4438575177186231,48,4325
0.7578431385404922,0.4438575177186231,49,4389
0.7578431385404922,0.4438575177186231,50,4475
0.7578431385404922,0.4438575177186231,51,4527
0.7578431385404922,0.4438575177186231,52,4575
0.7578431385404922,0.4438575177186231,53,4627
0.7578431385404922,0.4438575177186231,54,4706
0.7578431385404922,0.4438575177186231,55,4831
0.7578431385404922,0.4438575177186231,56,4896
0.7578431385404922,0.4438575177186231,57,5060
0.7578431385404922,0.4438575177186231,58,5130
0.7578431385404922,0.4438575177186231,59,5194
0.7578431385404922,0.4438575177186231,60,5288
0.7578431385404922,0.4438575177186231,61,5401
0.7578431385404922,0.4438575177186231,62,5477
0.7578431385404922,0.4438575177186231,63,5564
0.7578431385404922,0.4438575177186231,64,5655
0.7578431385404922,0.4438575177186231,65,5702
