avg_acc,best_acc,avg_prec,best_prec,step,time
0.5376470643373973,0.7539215673418607,0.09038814867959094,0.3574184163511953,0,7014
0.621568632873323,0.7539215673418607,0.11020320113623681,0.3574184163511953,1,8616
0.6837843212453905,0.7539215673418607,0.1236995613016254,0.3574184163511953,2,11170
0.6914705960709675,0.7539215673418607,0.13391371406542907,0.3574184163511953,3,12613
0.7032156926035588,0.7539215673418607,0.1412585325552905,0.3574184163511953,4,13862
0.7069019648733676,0.7539215673418607,0.15668331145585676,0.3574184163511953,5,15295
0.7137254931526441,0.7539215673418607,0.16634660307101826,0.3574184163511953,6,16597
0.7201568659725143,0.7539215673418607,0.17571224503592522,0.3574184163511953,7,17599
0.7248431393320068,0.7539215673418607,0.18754628721605698,0.3574184163511953,8,18710
0.7253137267196881,0.7539215673418607,0.19758231490675063,0.3574184163511953,9,19835
0.7321568638092161,0.7539215673418607,0.2021341366161588,0.3574184163511953,10,21056
0.7266274509833139,0.7539215673418607,0.2211543711817264,0.3574184163511953,11,22542
0.726196078076082,0.7539215673418607,0.23253901827933776,0.3574184163511953,12,23720
0.733960784207372,0.7539215673418607,0.24129947109483177,0.3574184163511953,13,25209
0.7339215685105791,0.7539215673418607,0.2487830820563366,0.3574184163511953,14,26580
0.7481960783472248,0.810784310686822,0.26190891574321334,0.3696873045992124,15,27643
0.7481568636379989,0.810784310686822,0.2684315917293092,0.3696873045992124,16,28452
0.7469607841115372,0.810784310686822,0.27428388982282487,0.3696873045992124,17,29448
0.7565686276835554,0.810784310686822,0.28234174523425204,0.3696873045992124,18,30402
0.7618235267739669,0.7813725392608082,0.2929580765139192,0.3731189752051219,19,31248
0.762686271523728,0.7813725392608082,0.2985724688036201,0.3731189752051219,20,31921
0.7662352902410077,0.7813725392608082,0.3088354987937362,0.3731189752051219,21,33004
0.7696666604899893,0.7813725392608082,0.318757149845577,0.3731189752051219,22,34226
0.768196073310048,0.7980392072715011,0.3279636633702513,0.3880341595808577,23,35065
0.7696666625539463,0.7980392072715011,0.33510345544110953,0.3880341595808577,24,36135
0.7680588196527723,0.7980392072715011,0.33778078852548854,0.3880341595808577,25,37169
0.7693725465279,0.7980392072715011,0.3425683391839352,0.3880341595808577,26,37959
0.7719411763385229,0.7980392072715011,0.3479092995639516,0.3880341595808577,27,38880
0.7732352941749143,0.7980392072715011,0.3514120261875729,0.3880341595808577,28,39720
0.7736274530209747,0.7980392072715011,0.35530046813911625,0.3880341595808577,29,40607
0.7763529439124406,0.7980392072715011,0.35826317676692243,0.3880341595808577,30,41349
0.778294118431269,0.7950980157828799,0.3627432119822613,0.396254531830527,31,42264
0.7766078432295838,0.7950980157828799,0.366101778886525,0.396254531830527,32,42983
0.776960780915092,0.7950980157828799,0.36936184297302255,0.396254531830527,33,43903
0.7819999978063152,0.8147058633028292,0.37255854516983583,0.3964165806190207,34,44920
0.7842745051816398,0.8313725169967202,0.37682155261050754,0.39291288756694337,35,45776
0.783901956925205,0.8313725169967202,0.37780086223333,0.39291288756694337,36,46759
0.7857450961096615,0.8313725169967202,0.3798473991449768,0.39291288756694337,37,47798
0.7885490170495182,0.8313725169967202,0.3815286308311538,0.39291288756694337,38,48804
0.7901176443777831,0.8313725169967202,0.3837684056246117,0.39291288756694337,39,49983
0.7935686221800599,0.8313725169967202,0.38706523436820306,0.39291288756694337,40,51063
0.7938823466055532,0.8313725169967202,0.3882592446448189,0.39291288756694337,41,52115
0.7952156794456875,0.8313725169967202,0.3894549762028944,0.39291288756694337,42,53125
0.7954117553175664,0.8313725169967202,0.39007355189798676,0.39291288756694337,43,54488
0.797117638170719,0.8313725169967202,0.39248787245101313,0.39291288756694337,44,55721
0.7969019515292318,0.8313725169967202,0.3928094891522294,0.39291288756694337,45,56601
0.7982156775570383,0.8313725169967202,0.39378165427881384,0.39291288756694337,46,57665
0.7990195991268344,0.8460784116212059,0.3948069438970673,0.40557505154697243,47,59050
0.7993921478554314,0.8460784116212059,0.3960264779531704,0.40557505154697243,48,60434
0.8009607742674212,0.8460784116212059,0.3968404472651954,0.40557505154697243,49,61495
0.7998627354093625,0.8460784116212059,0.3971088008002155,0.40557505154697243,50,62851
0.8016666574372965,0.8460784116212059,0.3970059025665524,0.40557505154697243,51,63891
0.8062548905061742,0.8568627144776139,0.397267793522763,0.4061723095497502,52,65188
0.8076078315318802,0.8568627144776139,0.3973486721991527,0.4061723095497502,53,66543
0.8094509675362532,0.8568627144776139,0.3976345531210776,0.4061723095497502,54,67706
0.8123921440009977,0.8568627144776139,0.39798488428291184,0.4061723095497502,55,69044
0.8133725357780268,0.8568627144776139,0.39821675121906247,0.4061723095497502,56,70223
0.8151568487835864,0.8568627144776139,0.39887948764342135,0.4061723095497502,57,71653
0.8173725333692979,0.8568627144776139,0.39974131417250547,0.4061723095497502,58,72990
0.8206470431007591,0.8568627144776139,0.40089195002108624,0.4061723095497502,59,74196
0.8217254739415413,0.8568627144776139,0.4007335851355486,0.4061723095497502,60,75257
0.8245490033895362,0.8568627144776139,0.4013567465753086,0.4061723095497502,61,76927
0.8262548858219503,0.8568627144776139,0.4022334488497401,0.4061723095497502,62,78077
0.8275293961342644,0.8568627144776139,0.4023497238703957,0.4061723095497502,63,79407
0.8288235141366136,0.8568627144776139,0.40279325599849825,0.4061723095497502,64,80671
0.8299607684273345,0.8568627144776139,0.4036848282645463,0.4061723095497502,65,82491
0.8314901794347109,0.8568627144776139,0.40370467741382526,0.4061723095497502,66,83774
