best_acc,best_prec,step,time
0.6882352961044685,0.18234059921835843,0,95
0.6882352961044685,0.18234059921835843,1,218
0.6882352961044685,0.18234059921835843,2,318
0.6882352961044685,0.18234059921835843,3,392
0.6882352961044685,0.18234059921835843,4,467
0.6882352961044685,0.18234059921835843,5,528
0.6882352961044685,0.18234059921835843,6,613
0.6882352961044685,0.18234059921835843,7,890
0.6882352961044685,0.18234059921835843,8,962
0.6882352961044685,0.18234059921835843,9,1105
0.6882352961044685,0.18234059921835843,10,1172
0.6882352961044685,0.18234059921835843,11,1366
0.6882352961044685,0.18234059921835843,12,1443
0.6882352961044685,0.18234059921835843,13,1502
0.6882352961044685,0.18234059921835843,14,1568
0.6882352961044685,0.18234059921835843,15,1679
0.6882352961044685,0.18234059921835843,16,1745
0.6882352961044685,0.18234059921835843,17,1863
0.6882352961044685,0.18234059921835843,18,1935
0.6882352961044685,0.18234059921835843,19,2015
0.6882352961044685,0.18234059921835843,20,2103
0.6882352961044685,0.18234059921835843,21,2261
0.6882352961044685,0.18234059921835843,22,2333
0.6882352961044685,0.18234059921835843,23,2395
0.6882352961044685,0.18234059921835843,24,2515
0.6882352961044685,0.18234059921835843,25,2573
0.5431372577653212,0.2632060828787092,26,2633
0.5431372577653212,0.2632060828787092,27,2762
0.5431372577653212,0.2632060828787092,28,2826
0.69803919394811,0.3420843282791361,29,2888
0.69803919394811,0.3420843282791361,30,2973
0.69803919394811,0.3420843282791361,31,3063
0.69803919394811,0.3420843282791361,32,3189
0.69803919394811,0.3420843282791361,33,3332
0.69803919394811,0.3420843282791361,34,3658
0.69803919394811,0.3420843282791361,35,3869
0.69803919394811,0.3420843282791361,36,3961
0.69803919394811,0.3420843282791361,37,4023
0.69803919394811,0.3420843282791361,38,4255
0.69803919394811,0.3420843282791361,39,4351
0.69803919394811,0.3420843282791361,40,4412
0.69803919394811,0.3420843282791361,41,4475
0.69803919394811,0.3420843282791361,42,4546
0.69803919394811,0.3420843282791361,43,4625
0.69803919394811,0.3420843282791361,44,4702
0.69803919394811,0.3420843282791361,45,4775
0.69803919394811,0.3420843282791361,46,4853
0.69803919394811,0.3420843282791361,47,5019
0.69803919394811,0.3420843282791361,48,5088
0.69803919394811,0.3420843282791361,49,5153
0.69803919394811,0.3420843282791361,50,5246
0.69803919394811,0.3420843282791361,51,5362
0.69803919394811,0.3420843282791361,52,5506
0.69803919394811,0.3420843282791361,53,5563
0.69803919394811,0.3420843282791361,54,5640
0.69803919394811,0.3420843282791361,55,5716
0.69803919394811,0.3420843282791361,56,5963
0.69803919394811,0.3420843282791361,57,6041
0.69803919394811,0.3420843282791361,58,6099
0.69803919394811,0.3420843282791361,59,6175
0.69803919394811,0.3420843282791361,60,6251
0.69803919394811,0.3420843282791361,61,6308
0.69803919394811,0.3420843282791361,62,6377
0.69803919394811,0.3420843282791361,63,6435
0.69803919394811,0.3420843282791361,64,6668
0.69803919394811,0.3420843282791361,65,6878
0.69803919394811,0.3420843282791361,66,7026
0.69803919394811,0.3420843282791361,67,7179
0.69803919394811,0.3420843282791361,68,7327
0.69803919394811,0.3420843282791361,69,7512
0.69803919394811,0.3420843282791361,70,7597
0.69803919394811,0.3420843282791361,71,7672
0.69803919394811,0.3420843282791361,72,7746
0.69803919394811,0.3420843282791361,73,7818
0.6833333278987922,0.35055809750729255,74,7897
0.6833333278987922,0.35055809750729255,75,7957
0.6833333278987922,0.35055809750729255,76,8028
0.6833333278987922,0.35055809750729255,77,8116
0.6833333278987922,0.35055809750729255,78,8174
0.6833333278987922,0.35055809750729255,79,8318
0.6833333278987922,0.35055809750729255,80,8392
0.6833333278987922,0.35055809750729255,81,8454
0.6833333278987922,0.35055809750729255,82,8522
0.6833333278987922,0.35055809750729255,83,8739
0.6833333278987922,0.35055809750729255,84,8806
0.6833333278987922,0.35055809750729255,85,8883
0.6833333278987922,0.35055809750729255,86,8989
0.6833333278987922,0.35055809750729255,87,9047
0.6833333278987922,0.35055809750729255,88,9183
0.6833333278987922,0.35055809750729255,89,9274
0.6833333278987922,0.35055809750729255,90,9332
0.6833333278987922,0.35055809750729255,91,9417
0.6833333278987922,0.35055809750729255,92,9473
0.6833333278987922,0.35055809750729255,93,9538
0.7519607605887394,0.4611401953574332,94,9901
0.7519607605887394,0.4611401953574332,95,10014
0.7519607605887394,0.4611401953574332,96,10078
0.7519607605887394,0.4611401953574332,97,10140
0.7519607605887394,0.4611401953574332,98,10254
0.7519607605887394,0.4611401953574332,99,10369
0.7519607605887394,0.4611401953574332,100,10427
0.7519607605887394,0.4611401953574332,101,10484
0.7519607605887394,0.4611401953574332,102,10593
0.7519607605887394,0.4611401953574332,103,10699
0.7519607605887394,0.4611401953574332,104,10793
0.7519607605887394,0.4611401953574332,105,10874
0.7519607605887394,0.4611401953574332,106,10936
0.7519607605887394,0.4611401953574332,107,11063
0.7519607605887394,0.4611401953574332,108,11122
0.7519607605887394,0.4611401953574332,109,11182
0.7519607605887394,0.4611401953574332,110,11347
0.7519607605887394,0.4611401953574332,111,11649
0.7519607605887394,0.4611401953574332,112,11807
0.7519607605887394,0.4611401953574332,113,11875
0.7519607605887394,0.4611401953574332,114,11973
0.7519607605887394,0.4611401953574332,115,12036
0.7519607605887394,0.4611401953574332,116,12112
0.7519607605887394,0.4611401953574332,117,12297
0.7519607605887394,0.4611401953574332,118,12367
0.7519607605887394,0.4611401953574332,119,12426
0.7519607605887394,0.4611401953574332,120,12488
0.7519607605887394,0.4611401953574332,121,12841
0.7519607605887394,0.4611401953574332,122,13262
0.7519607605887394,0.4611401953574332,123,13350
0.7519607605887394,0.4611401953574332,124,13413
0.7519607605887394,0.4611401953574332,125,13485
0.7519607605887394,0.4611401953574332,126,13554
0.7519607605887394,0.4611401953574332,127,13723
0.7519607605887394,0.4611401953574332,128,13797
0.7519607605887394,0.4611401953574332,129,13937
0.7519607605887394,0.4611401953574332,130,14001
0.7519607605887394,0.4611401953574332,131,14109
0.7519607605887394,0.4611401953574332,132,14417
0.7519607605887394,0.4611401953574332,133,14483
0.7519607605887394,0.4611401953574332,134,14599
0.7519607605887394,0.4611401953574332,135,14833
0.7519607605887394,0.4611401953574332,136,14908
0.7911764839116264,0.41794928122288894,137,14979
0.7911764839116264,0.41794928122288894,138,15116
0.7911764839116264,0.41794928122288894,139,15187
0.7911764839116264,0.41794928122288894,140,15341
0.7911764839116264,0.41794928122288894,141,15496
0.7911764839116264,0.41794928122288894,142,15561
0.7911764839116264,0.41794928122288894,143,15629
0.7911764839116264,0.41794928122288894,144,15810
0.7911764839116264,0.41794928122288894,145,15876
0.7911764839116264,0.41794928122288894,146,15943
0.7911764839116264,0.41794928122288894,147,16109
0.7911764839116264,0.41794928122288894,148,16173
0.7911764839116264,0.41794928122288894,149,16258
0.7911764839116264,0.41794928122288894,150,16317
0.7911764839116264,0.41794928122288894,151,16411
0.7911764839116264,0.41794928122288894,152,16509
0.7911764839116264,0.41794928122288894,153,16570
0.7911764839116264,0.41794928122288894,154,16782
0.7911764839116264,0.41794928122288894,155,16852
0.7911764839116264,0.41794928122288894,156,16943
0.7911764839116264,0.41794928122288894,157,17111
0.7911764839116264,0.41794928122288894,158,17198
0.7911764839116264,0.41794928122288894,159,17270
0.7911764839116264,0.41794928122288894,160,17330
0.7911764839116264,0.41794928122288894,161,17647
0.7911764839116264,0.41794928122288894,162,17810
0.7911764839116264,0.41794928122288894,163,17893
0.7911764839116264,0.41794928122288894,164,17949
0.7911764839116264,0.41794928122288894,165,18039
0.7911764839116264,0.41794928122288894,166,18145
0.7911764839116264,0.41794928122288894,167,18213
0.7911764839116264,0.41794928122288894,168,18273
0.7911764839116264,0.41794928122288894,169,18352
0.7911764839116264,0.41794928122288894,170,18427
0.7911764839116264,0.41794928122288894,171,18656
